New_ID,STUDID,Course Selected,Nationality,School,Demographic Data,Age,Modes of Learning,Session,Difficulty Level,Course Recommended,Course Rating,field of interest
4723,1591,VEX Robotics,Saudi Arabia,English Language Private School,Male,7,online,24,2,Robotics Innovative Learning,3,GAME DEVELOPMENT
4724,1591,Young Product Designer,Oman,Pristine Private School,Female,8,online,24,2,AI,3,GAME DEVELOPMENT
4725,1592,Young Honcho,Oman,English Language Private School,Female,9,offline,96,4,3D Designing,3,UNIQUE COURSES
4726,1592,Metaverse,Oman,English Language Private School,Female,6,offline,48,3,App Development,3,UNIQUE COURSES
4727,1592,Young Innovator,Qatar,Pristine Private School,Female,8,offline,48,3,Robotics Innovative Learning,3,UNIQUE COURSES
4728,1593,Python Programming,Qatar,English Language Private School,Female,9,hybrid,48,3,App Development,3,DESIGNING AND ANIMATION
4729,1593,Drone Technology & Aerodynamics,Qatar,English Language Private School,Female,6,online,48,3,Python,4,DESIGNING AND ANIMATION
4730,1593,Artificial Intelligence for Non Programmers,Singapore,Pristine Private School,Female,9,hybrid,24,2,Technology Innovative Learning,3,DESIGNING AND ANIMATION
4731,1594,Virtual Robotics & Mechatronics,Singapore,Gulf Indian High School,Female,10,offline,48,3,Coding for kids,4,ROBOTICS
4732,1594,Young Data Scientist,Singapore,English Language Private School,Female,6,online,24,2,Game Development,3,ROBOTICS
4733,1595,JAVA,Iran,Pristine Private School,Male,9,hybrid,8,1,Graphics Designing,4,DESIGNING AND ANIMATION
4734,1595,Robotics,Iran,Gulf Indian High School,Male,8,offline,24,2,App Development,5,DESIGNING AND ANIMATION
4735,1595,Young Web Developer,Iran,English Language Private School,Male,8,offline,24,2,3D Designing,3,DESIGNING AND ANIMATION
4736,1595,Artificial Intelligence & Machine Learning,Turkey,Pristine Private School,Male,8,online,48,3,Technology Innovative Learning,5,DESIGNING AND ANIMATION
4737,1596,STEM Jr,Turkey,Gulf Indian High School,Male,9,online,8,1,Python,3,CODING
4738,1596,Young Designer,Turkey,English Language Private School,Male,8,online,24,2,Python,3,CODING
4739,1596,Game Development - Block-Based,Poland,Pristine Private School,Female,8,hybrid,24,2,Python,3,CODING
4740,1596,Artificial Intelligence for Non Programmers,Poland,Gulf Indian High School,Female,9,online,48,3,App Development,3,CODING
4741,1597,C++ Programming,Poland,English Language Private School,Female,8,online,96,4,Coding for kids,3,ROBOTICS
4742,1597,Scratch Coding,Cameroon,Pristine Private School,Male,8,hybrid,48,3,Graphics Designing,4,ROBOTICS
4743,1598,Drone Technology & Aerodynamics,Cameroon,Gulf Indian High School,Male,10,online,48,3,Graphics Designing,4,CODING
4744,1598,Robotics,Cameroon,English Language Private School,Male,9,hybrid,48,3,AI,3,CODING
4745,1598,HTML Programming,Saudi Arabia,Pristine Private School,Female,8,online,48,3,Robotics Innovative Learning,3,CODING
4746,1598,Young Data Scientist,Saudi Arabia,Gulf Indian High School,Female,8,offline,48,3,Game Development,5,CODING
4747,1599,Artificial Intelligence for Non Programmers,Saudi Arabia,English Language Private School,Female,8,hybrid,24,2,Python,4,ROBOTICS
4748,1599,Drone Technology,United Kingdom,Pristine Private School,Male,8,hybrid,24,2,Robotics Innovative Learning,5,ROBOTICS
4749,1599,Game and App Development,United Kingdom,English Language Private School,Male,7,online,96,4,Coding for kids,4,ROBOTICS
4750,1599,3D Designing & Modelling,United Kingdom,English Language Private School,Male,10,hybrid,24,2,AI,5,ROBOTICS
4751,1599,VEX Robotics,Taiwan,Pristine Private School,Male,8,hybrid,24,2,App Development,4,ROBOTICS
4752,1600,Young Product Designer,Taiwan,Gulf Indian High School,Male,8,offline,96,4,AI,4,UNIQUE COURSES
4753,1600,HTML Programming,Taiwan,English Language Private School,Male,8,online,24,2,Robotics Innovative Learning,4,UNIQUE COURSES
4754,1600,Python Programming,United Kingdom,Pristine Private School,Female,9,online,8,1,Technology Innovative Learning,3,UNIQUE COURSES
4755,1601,Young Entrepreneur,United Kingdom,Gulf Indian High School,Female,9,hybrid,24,2,Graphics Designing,4,ELECTRONICS
4756,1602,Artificial Intelligence of Things (AIoT)Augmented & Virtual Reality,United Kingdom,English Language Private School,Female,9,hybrid,24,2,Coding for kids,3,ROBOTICS
4757,1602,Graphic Designing & Animation,Korea,Pristine Private School,Male,9,offline,96,4,Technology Innovative Learning,4,ROBOTICS
4758,1602,VEX Robotics,Korea,Gulf Indian High School,Male,10,hybrid,24,2,Technology Innovative Learning,3,ROBOTICS
4759,1602,STEM Jr,Korea,English Language Private School,Male,10,hybrid,8,1,3D Designing,4,ROBOTICS
4760,1603,LEGO Robotics,Cuba,Pristine Private School,Female,9,online,48,3,App Development,3,ELECTRONICS
4761,1603,Young Honcho,Cuba,Gulf Indian High School,Female,8,offline,24,2,App Development,3,ELECTRONICS
4762,1603,Virtual Robotics,Cuba,English Language Private School,Female,10,hybrid,48,3,AI,3,ELECTRONICS
4763,1603,Metaverse,Syria,Pristine Private School,Female,9,offline,24,2,Graphics Designing,5,ELECTRONICS
4764,1604,Game and App Development,Syria,Gulf Indian High School,Female,9,hybrid,24,2,AI,3,DESIGNING AND ANIMATION
4765,1605,Internet of Things,Syria,Gulf Indian High School,Female,8,offline,8,1,Graphics Designing,4,UNIQUE COURSES
4766,1605,Young App Developer,Oman,Pristine Private School,Female,8,offline,24,2,Game Development,3,UNIQUE COURSES
4767,1606,Drone Technology,Oman,Gulf Indian High School,Female,7,hybrid,48,3,AI,3,STEM
4768,1607,Coding For KidsCoding for kids,Oman,Gulf Indian High School,Female,8,hybrid,96,4,App Development,4,STEM
4769,1607,Programming & Coding - Python/JAVA/HTML/C/C++,Ireland,Pristine Private School,Male,8,offline,8,1,AI,5,STEM
4770,1607,LEGO Robotics,Ireland,Gulf Indian High School,Male,6,offline,24,2,3D Designing,4,STEM
4771,1608,Electronics for Kids,Ireland,Gulf Indian High School,Male,8,offline,48,3,Robotics Innovative Learning,5,CODING
4772,1609,Game Development,Turkey,Pristine Private School,Female,10,offline,24,2,AI,4,GAME DEVELOPMENT
4773,1609,Graphic Designing & Animation,Turkey,Gulf Indian High School,Female,8,online,48,3,Graphics Designing,3,GAME DEVELOPMENT
4774,1609,Young Web Developer,Turkey,English Language Private School,Female,9,hybrid,8,1,App Development,5,GAME DEVELOPMENT
4775,1609,Young Entrepreneur,Armenia,Pristine Private School,Female,8,online,48,3,3D Designing,3,GAME DEVELOPMENT
4776,1610,Young Coder,Armenia,English Language Private School,Female,10,hybrid,8,1,AI,3,ARTIFICIAL INTELLIGENCE
4777,1610,Electronics for Kids,Armenia,English Language Private School,Female,8,offline,8,1,Robotics Innovative Learning,5,ARTIFICIAL INTELLIGENCE
4778,1610,Young Web Developer,Canada,Pristine Private School,Male,9,hybrid,48,3,3D Designing,4,ARTIFICIAL INTELLIGENCE
4779,1610,Metaverse,Canada,Gulf Indian High School,Male,8,offline,48,3,AI,3,ARTIFICIAL INTELLIGENCE
4780,1611,Coding For KidsCoding for kids,Canada,English Language Private School,Male,9,offline,48,3,Game Development,4,DESIGNING AND ANIMATION
4781,1611,Artificial Intelligence & Machine Learning,United States,Pristine Private School,Female,10,offline,8,1,3D Designing,4,DESIGNING AND ANIMATION
4782,1611,Electronics for Kids,United States,Gulf Indian High School,Female,9,offline,96,4,App Development,3,DESIGNING AND ANIMATION
4783,1611,3D Designing & Modelling,United States,English Language Private School,Female,8,offline,24,2,Technology Innovative Learning,3,DESIGNING AND ANIMATION
4784,1611,Game and App Development,Ukraine,Pristine Private School,Male,8,offline,24,2,Game Development,5,DESIGNING AND ANIMATION
4785,1612,Young Designer,Ukraine,Gulf Indian High School,Male,9,online,8,1,3D Designing,4,ELECTRONICS
4786,1612,Game and App Development,Ukraine,English Language Private School,Male,9,hybrid,48,3,Graphics Designing,3,ELECTRONICS
4787,1613,Young Product Designer,Cameroon,Pristine Private School,Male,8,online,48,3,AI,4,CODING
4788,1614,Internet of Things,Cameroon,English Language Private School,Male,7,offline,24,2,Coding for kids,4,UNIQUE COURSES
4789,1615,HTML Programming,Cameroon,English Language Private School,Male,9,offline,24,2,App Development,3,ELECTRONICS
4790,1615,Young Honcho,Iraq,Pristine Private School,Male,8,offline,48,3,Graphics Designing,4,ELECTRONICS
4791,1615,Web Development,Iraq,Gulf Indian High School,Male,9,hybrid,24,2,Game Development,4,ELECTRONICS
4792,1615,Programming & Coding - Python/JAVA/HTML/C/C++,Iraq,English Language Private School,Male,11,hybrid,24,2,Coding for kids,3,ELECTRONICS
4793,1615,Artificial Intelligence for Non Programmers,Cook Islands,Pristine Private School,Female,8,online,24,2,Robotics Innovative Learning,3,ELECTRONICS
4794,1616,Game Development,Cook Islands,English Language Private School,Female,9,hybrid,48,3,Python,5,GAME DEVELOPMENT
4795,1616,STEM Jr,Cook Islands,English Language Private School,Female,8,online,24,2,3D Designing,4,GAME DEVELOPMENT
4796,1616,C++ Programming,Poland,Pristine Private School,Female,9,hybrid,24,2,Coding for kids,4,GAME DEVELOPMENT
4797,1616,Young Entrepreneur,Poland,English Language Private School,Female,6,offline,24,2,Game Development,3,GAME DEVELOPMENT
4798,1616,Artificial Intelligence of Things (AIoT)Augmented & Virtual Reality,Poland,Gulf Indian High School,Female,8,offline,48,3,3D Designing,5,GAME DEVELOPMENT
4799,1617,Game Development,Ireland,Pristine Private School,Female,10,hybrid,48,3,Graphics Designing,4,UNIQUE COURSES
4800,1617,Game Development - Microsoft Arcade,Ireland,English Language Private School,Female,8,online,24,2,Robotics Innovative Learning,3,UNIQUE COURSES
4801,1618,Microsoft Arcade,Ireland,English Language Private School,Female,7,online,48,3,3D Designing,4,UNIQUE COURSES
4802,1618,Artificial Intelligence,Uruguay,Pristine Private School,Female,8,offline,48,3,App Development,5,UNIQUE COURSES
4803,1618,Artificial Intelligence for Non Programmers,Uruguay,Gulf Indian High School,Female,10,online,24,2,Robotics Innovative Learning,4,UNIQUE COURSES
4804,1618,HTML Programming,Uruguay,English Language Private School,Female,9,hybrid,24,2,Graphics Designing,4,UNIQUE COURSES
4805,1618,Arduino,Cuba,Pristine Private School,Male,8,online,48,3,Coding for kids,3,UNIQUE COURSES
4806,1619,Artificial Intelligence of Things (AIoT)Augmented & Virtual Reality,Cuba,Gulf Indian High School,Male,8,hybrid,48,3,3D Designing,4,UNIQUE COURSES
4807,1619,Data Analysis with PythonData Science,Cuba,English Language Private School,Male,7,offline,48,3,Python,3,UNIQUE COURSES
4808,1619,Young Coder,Canada,Pristine Private School,Male,9,hybrid,96,4,Graphics Designing,3,UNIQUE COURSES
4809,1619,Microsoft Arcade,Canada,Gulf Indian High School,Male,10,online,24,2,Robotics Innovative Learning,4,UNIQUE COURSES
4810,1620,Microsoft Arcade,Canada,English Language Private School,Male,9,offline,24,2,Robotics Innovative Learning,4,UNIQUE COURSES
4811,1620,App Development,Canada,Pristine Private School,Male,9,online,24,2,Game Development,3,UNIQUE COURSES
4812,1621,Drone Technology & Aerodynamics,Canada,English Language Private School,Male,9,hybrid,24,2,App Development,5,UNIQUE COURSES
4813,1621,Coding For KidsCoding for kids,Canada,English Language Private School,Male,9,offline,24,2,Game Development,5,UNIQUE COURSES
4814,1621,Microsoft Arcade,Canada,Pristine Private School,Female,10,offline,48,3,Robotics Innovative Learning,4,UNIQUE COURSES
4815,1621,Metaverse,Canada,English Language Private School,Female,9,hybrid,8,1,Coding for kids,4,UNIQUE COURSES
4816,1621,Young App Developer,Canada,English Language Private School,Female,9,hybrid,48,3,Technology Innovative Learning,4,UNIQUE COURSES
4817,1622,Graphic Designing,Ukraine,Pristine Private School,Male,9,hybrid,24,2,App Development,5,ARTIFICIAL INTELLIGENCE
4818,1622,Microsoft Arcade,Ukraine,Gulf Indian High School,Male,6,hybrid,24,2,App Development,3,ARTIFICIAL INTELLIGENCE
4819,1622,Electronics for Kids,Ukraine,English Language Private School,Male,7,hybrid,48,3,App Development,3,ARTIFICIAL INTELLIGENCE
4820,1622,VEX Robotics,Korea,Pristine Private School,Male,9,hybrid,96,4,Python,3,ARTIFICIAL INTELLIGENCE
4821,1623,Game Development with Unity,Korea,Gulf Indian High School,Male,7,hybrid,8,1,Coding for kids,3,STEM
4822,1624,Internet of Things,Korea,English Language Private School,Male,10,offline,24,2,Technology Innovative Learning,4,ROBOTICS
4823,1624,Scratch Coding,Uganda,Pristine Private School,Male,9,online,24,2,Graphics Designing,5,ROBOTICS
4824,1625,Game and App Development,Uganda,Gulf Indian High School,Male,7,offline,48,3,Technology Innovative Learning,4,DESIGNING AND ANIMATION
4825,1625,3D Designing,Uganda,Gulf Indian High School,Male,7,online,24,2,Game Development,3,DESIGNING AND ANIMATION
4826,1626,JAVA,Ireland,Pristine Private School,Male,10,online,24,2,Technology Innovative Learning,4,DESIGNING AND ANIMATION
4827,1626,VEX Robotics,Ireland,Gulf Indian High School,Male,9,hybrid,24,2,Technology Innovative Learning,4,DESIGNING AND ANIMATION
4828,1627,Artificial Intelligence,Ireland,English Language Private School,Male,9,offline,24,2,3D Designing,3,STEM
4829,1627,Drone Technology & Aerodynamics,Turkey,Pristine Private School,Male,8,offline,24,2,AI,3,STEM
4830,1627,Virtual Robotics,Turkey,Gulf Indian High School,Male,8,offline,24,2,Coding for kids,3,STEM
4831,1627,Graphic Designing & Animation,Turkey,English Language Private School,Male,8,offline,24,2,App Development,4,STEM
4832,1628,Artificial Intelligence for Non Programmers,Qatar,Pristine Private School,Female,9,hybrid,96,4,3D Designing,4,ARTIFICIAL INTELLIGENCE
4833,1628,3D Designing & Modelling,Qatar,Gulf Indian High School,Female,9,online,24,2,Robotics Innovative Learning,3,ARTIFICIAL INTELLIGENCE
4834,1628,Python Programming,Qatar,English Language Private School,Female,8,online,24,2,App Development,5,ARTIFICIAL INTELLIGENCE
4835,1628,Data Analysis with PythonData Science,Egypt,Pristine Private School,Male,9,hybrid,24,2,Graphics Designing,5,ARTIFICIAL INTELLIGENCE
4836,1629,C++ Programming,Egypt,Gulf Indian High School,Male,8,offline,48,3,Robotics Innovative Learning,4,GAME DEVELOPMENT
4837,1629,Young Web Developer,Egypt,English Language Private School,Male,9,offline,24,2,Technology Innovative Learning,3,GAME DEVELOPMENT
4838,1629,Internet of Things,Bahrain,Pristine Private School,Male,8,hybrid,24,2,Game Development,5,GAME DEVELOPMENT
4839,1630,JAVA,Bahrain,Gulf Indian High School,Male,8,online,48,3,Graphics Designing,3,GAME DEVELOPMENT
4840,1630,Programming & Coding - Python/JAVA/HTML/C/C++,Bahrain,English Language Private School,Male,9,online,24,2,Python,4,GAME DEVELOPMENT
4841,1631,Game Development with Unity,Ireland,Pristine Private School,Female,8,online,24,2,Coding for kids,5,ROBOTICS
4842,1631,Public Speaking & Entrepreneurship,Ireland,Gulf Indian High School,Female,9,hybrid,96,4,App Development,4,ROBOTICS
4843,1631,Robotics,Ireland,English Language Private School,Female,8,offline,48,3,Robotics Innovative Learning,4,ROBOTICS
4844,1632,Microsoft Arcade,Egypt,Pristine Private School,Male,9,offline,96,4,Game Development,3,GAME DEVELOPMENT
4845,1632,Virtual Robotics & Mechatronics,Egypt,Gulf Indian High School,Male,8,offline,8,1,Coding for kids,4,GAME DEVELOPMENT
4846,1632,Young App Developer,Egypt,English Language Private School,Male,7,offline,48,3,Coding for kids,3,GAME DEVELOPMENT
4847,1632,Game Development - Microsoft Arcade,Iraq,Pristine Private School,Female,7,online,48,3,Robotics Innovative Learning,4,GAME DEVELOPMENT
4848,1632,French Language Course,Iraq,Gulf Indian High School,Female,8,online,96,4,AI,3,GAME DEVELOPMENT
4849,1633,Graphic Designing & Animation,Iraq,English Language Private School,Female,6,hybrid,48,3,Graphics Designing,3,STEM
4850,1633,Artificial Intelligence & Machine Learning,Korea,Pristine Private School,Male,8,online,24,2,AI,5,STEM
4851,1634,Virtual Robotics & Mechatronics,Korea,Gulf Indian High School,Male,8,offline,48,3,Game Development,3,ROBOTICS
4852,1634,Young Innovator,Korea,English Language Private School,Male,6,hybrid,48,3,Technology Innovative Learning,4,ROBOTICS
4853,1634,Programming & Coding - Python/JAVA/HTML/C/C++,Uganda,Pristine Private School,Male,9,offline,48,3,3D Designing,5,ROBOTICS
4854,1635,Virtual Robotics & Mechatronics,Uganda,Gulf Indian High School,Male,8,offline,24,2,Robotics Innovative Learning,3,ELECTRONICS
4855,1635,Internet of Things,Uganda,English Language Private School,Male,8,offline,8,1,Technology Innovative Learning,3,ELECTRONICS
4856,1635,Young Entrepreneur,United States,Pristine Private School,Female,8,online,48,3,Graphics Designing,5,ELECTRONICS
4857,1635,Artificial Intelligence of Things (AIoT)Augmented & Virtual Reality,United States,Gulf Indian High School,Female,9,offline,48,3,Graphics Designing,5,ELECTRONICS
4858,1636,Game Development,United States,English Language Private School,Female,9,online,96,4,Game Development,4,ELECTRONICS
4859,1636,Young Honcho,Pakistan,Pristine Private School,Male,10,online,24,2,Robotics Innovative Learning,5,ELECTRONICS
4860,1636,Scratch Coding,Pakistan,English Language Private School,Male,6,online,24,2,AI,4,ELECTRONICS
4861,1636,3D Designing,Pakistan,English Language Private School,Male,7,hybrid,48,3,Game Development,4,ELECTRONICS
4862,1637,Internet of Things,United Arab Emirates,Pristine Private School,Male,8,online,24,2,Coding for kids,4,GAME DEVELOPMENT
4863,1637,Young Honcho,United Arab Emirates,Gulf Indian High School,Male,9,hybrid,48,3,Python,4,GAME DEVELOPMENT
4864,1637,3D Designing,United Arab Emirates,English Language Private School,Male,8,online,96,4,AI,3,GAME DEVELOPMENT
4865,1638,Young Innovator,Iran,Pristine Private School,Male,8,hybrid,96,4,Robotics Innovative Learning,3,ELECTRONICS
4866,1638,Public Speaking & Entrepreneurship,Iran,Gulf Indian High School,Male,8,offline,48,3,Coding for kids,4,ELECTRONICS
4867,1639,Game Development,Iran,English Language Private School,Male,9,offline,24,2,Technology Innovative Learning,3,ARTIFICIAL INTELLIGENCE
4868,1639,STEM Jr,New Zealand,Pristine Private School,Female,9,offline,24,2,AI,4,ARTIFICIAL INTELLIGENCE
4869,1639,HTML Programming,New Zealand,English Language Private School,Female,7,online,8,1,Robotics Innovative Learning,3,ARTIFICIAL INTELLIGENCE
4870,1639,Space STEM,New Zealand,English Language Private School,Female,8,online,24,2,Robotics Innovative Learning,4,ARTIFICIAL INTELLIGENCE
4871,1640,Drone Technology,China,Pristine Private School,Male,8,hybrid,24,2,Robotics Innovative Learning,4,UNIQUE COURSES
4872,1641,Graphic Designing & Animation,China,English Language Private School,Male,10,online,48,3,Python,5,DESIGNING AND ANIMATION
4873,1641,Young Designer,China,English Language Private School,Male,8,online,48,3,Technology Innovative Learning,3,DESIGNING AND ANIMATION
4874,1641,Microsoft Arcade,Srilanka,Pristine Private School,Female,10,online,8,1,Python,4,DESIGNING AND ANIMATION
4875,1642,Young App Developer,Srilanka,English Language Private School,Female,8,online,48,3,Python,4,STEM
4876,1643,Python Programming,Srilanka,English Language Private School,Female,8,online,48,3,App Development,4,GAME DEVELOPMENT
4877,1643,JAVA,Syria,Pristine Private School,Male,8,hybrid,48,3,3D Designing,5,GAME DEVELOPMENT
4878,1643,Artificial Intelligence of Things (AIoT)Augmented & Virtual Reality,Syria,Gulf Indian High School,Male,8,online,8,1,Game Development,4,GAME DEVELOPMENT
4879,1643,Drone Technology,Syria,English Language Private School,Male,8,offline,24,2,Technology Innovative Learning,4,GAME DEVELOPMENT
4880,1643,Artificial Intelligence,Malaysia,Pristine Private School,Male,9,online,24,2,Game Development,5,GAME DEVELOPMENT
4881,1644,Artificial Intelligence & Machine Learning,Malaysia,Gulf Indian High School,Male,9,hybrid,8,1,Robotics Innovative Learning,3,ROBOTICS
4882,1644,Space STEM,Malaysia,English Language Private School,Male,8,hybrid,48,3,Coding for kids,4,ROBOTICS
4883,1644,3D Designing and PrintingApp Design and Development,Malaysia,Pristine Private School,Female,9,hybrid,8,1,3D Designing,4,ROBOTICS
4884,1644,JAVA,Malaysia,Gulf Indian High School,Female,8,hybrid,8,1,Game Development,5,ROBOTICS
4885,1645,Technology Innovative Learning,Malaysia,English Language Private School,Female,9,offline,48,3,Graphics Designing,3,ARTIFICIAL INTELLIGENCE
4886,1645,C++ Programming,Canada,Pristine Private School,Male,9,offline,96,4,App Development,4,ARTIFICIAL INTELLIGENCE
4887,1645,VEX Robotics,Canada,English Language Private School,Male,6,offline,48,3,App Development,4,ARTIFICIAL INTELLIGENCE
4888,1645,Arduino,Canada,English Language Private School,Male,9,offline,24,2,Technology Innovative Learning,3,ARTIFICIAL INTELLIGENCE
4889,1646,Graphic Designing & Animation,Bosnia and Herzegovina,Pristine Private School,Male,9,online,8,1,3D Designing,3,DESIGNING AND ANIMATION
4890,1647,Drone Technology,Bosnia and Herzegovina,Gulf Indian High School,Male,8,online,48,3,Game Development,3,CODING
4891,1648,Virtual Robotics & Mechatronics,Bosnia and Herzegovina,English Language Private School,Male,8,online,24,2,App Development,4,DESIGNING AND ANIMATION
4892,1648,Arduino,Bahrain,Pristine Private School,Female,9,offline,48,3,Python,4,DESIGNING AND ANIMATION
4893,1648,Technology Innovative Learning,Bahrain,Gulf Indian High School,Female,10,offline,24,2,App Development,4,DESIGNING AND ANIMATION
4894,1648,Virtual Robotics,Bahrain,English Language Private School,Female,8,online,24,2,3D Designing,4,DESIGNING AND ANIMATION
4895,1649,Young Data Scientist,Bosnia and Herzegovina,Pristine Private School,Male,9,offline,48,3,Python,3,ARTIFICIAL INTELLIGENCE
4896,1649,Web Development,Bosnia and Herzegovina,Gulf Indian High School,Male,9,online,24,2,AI,3,ARTIFICIAL INTELLIGENCE
4897,1650,3D Designing & Modelling,Bosnia and Herzegovina,English Language Private School,Male,7,online,48,3,AI,4,ELECTRONICS
4898,1651,Virtual Robotics & Mechatronics,Uruguay,Pristine Private School,Female,8,hybrid,48,3,Game Development,3,ELECTRONICS
4899,1651,Coding For KidsCoding for kids,Uruguay,Gulf Indian High School,Female,10,online,48,3,Game Development,4,ELECTRONICS
4900,1651,C++ Programming,Uruguay,English Language Private School,Female,8,offline,24,2,3D Designing,4,ELECTRONICS
4901,1651,Tech Innovator,New Zealand,Pristine Private School,Male,10,online,48,3,App Development,5,ELECTRONICS
4902,1652,Young Innovator,New Zealand,Gulf Indian High School,Male,9,online,24,2,Python,5,GAME DEVELOPMENT
4903,1653,Young Game Developer,New Zealand,English Language Private School,Male,7,online,48,3,AI,5,CODING
4904,1653,Game Development - Block-Based,Cuba,Pristine Private School,Female,9,offline,24,2,Technology Innovative Learning,4,CODING
4905,1653,STEM Jr,Cuba,Gulf Indian High School,Female,10,online,48,3,Graphics Designing,3,CODING
4906,1654,3D Designing and PrintingApp Design and Development,Cuba,English Language Private School,Female,7,online,96,4,App Development,3,STEM
4907,1655,Young Product Designer,Korea,Pristine Private School,Female,9,online,96,4,Graphics Designing,4,CODING
4908,1655,Young App Developer,Korea,Gulf Indian High School,Female,8,online,24,2,Python,4,CODING
4909,1655,Design Thinking and Entrepreneur Program,Korea,English Language Private School,Female,8,hybrid,48,3,Game Development,3,CODING
4910,1655,JAVA,Iran,Pristine Private School,Female,8,online,48,3,3D Designing,3,CODING
4911,1655,VEX Robotics,Iran,Gulf Indian High School,Female,9,online,48,3,Robotics Innovative Learning,4,CODING
4912,1656,STEM Sr,Iran,English Language Private School,Female,8,online,24,2,Coding for kids,4,ROBOTICS
4913,1657,Virtual Robotics,India,Pristine Private School,Male,8,online,24,2,App Development,3,DESIGNING AND ANIMATION
4914,1657,Young Game Developer,India,Gulf Indian High School,Male,7,offline,24,2,3D Designing,3,DESIGNING AND ANIMATION
4915,1657,Young Innovator,India,English Language Private School,Male,8,offline,96,4,Robotics Innovative Learning,4,DESIGNING AND ANIMATION
4916,1657,Coding For KidsCoding for kids,Cuba,Pristine Private School,Female,9,online,48,3,Technology Innovative Learning,3,DESIGNING AND ANIMATION
4917,1657,Drone Technology & Aerodynamics,Cuba,Gulf Indian High School,Female,7,hybrid,48,3,Game Development,5,DESIGNING AND ANIMATION
4918,1658,Space STEM,Cuba,English Language Private School,Female,8,offline,8,1,Game Development,3,ELECTRONICS
4919,1658,Programming & Coding - Python/JAVA/HTML/C/C++,Turkey,Pristine Private School,Female,9,hybrid,48,3,Python,4,ELECTRONICS
4920,1658,Design Thinking and Entrepreneur Program,Turkey,Gulf Indian High School,Female,7,online,96,4,Technology Innovative Learning,5,ELECTRONICS
4921,1658,Artificial Intelligence for Non Programmers,Turkey,English Language Private School,Female,6,offline,24,2,App Development,3,ELECTRONICS
4922,1659,Robotics,Uganda,Pristine Private School,Male,9,online,48,3,Technology Innovative Learning,3,ARTIFICIAL INTELLIGENCE
4923,1659,Artificial Intelligence & Machine Learning,Uganda,Gulf Indian High School,Male,9,hybrid,8,1,AI,5,ARTIFICIAL INTELLIGENCE
4924,1659,Drone Technology & Aerodynamics,Uganda,English Language Private School,Male,8,offline,24,2,Coding for kids,4,ARTIFICIAL INTELLIGENCE
4925,1659,Web Development,Syria,Pristine Private School,Female,8,online,24,2,Game Development,4,ARTIFICIAL INTELLIGENCE
4926,1660,Tech Innovator,Syria,Gulf Indian High School,Female,8,offline,24,2,Technology Innovative Learning,4,STEM
4927,1660,Young Game Developer,Syria,English Language Private School,Female,9,hybrid,48,3,Graphics Designing,4,STEM
4928,1661,LEGO Robotics,Armenia,"GD Goenka Public School, Agra, India",Male,6,hybrid,48,3,Python,4,ELECTRONICS
4929,1661,Robotics,Armenia,Gulf Indian High School,Male,8,offline,48,3,Coding for kids,4,ELECTRONICS
4930,1661,Young Product Designer,Armenia,Gulf Indian High School,Male,8,hybrid,24,2,Game Development,3,ELECTRONICS
4931,1661,Arduino,Uganda,Sunmarke School,Male,12,hybrid,48,3,Robotics Innovative Learning,4,ELECTRONICS
4932,1661,3D Designing & Modelling,Uganda,Gulf Indian High School,Male,8,online,96,4,App Development,5,ELECTRONICS
4933,1662,Python Programming,Uganda,English Language Private School,Male,8,online,96,4,Coding for kids,3,STEM
4934,1662,Artificial Intelligence of Things (AIoT)Augmented & Virtual Reality,Afghanistan,DPS The gerdevn,Female,12,hybrid,24,2,Technology Innovative Learning,4,STEM
4935,1662,Game and App Development,Afghanistan,English Language Private School,Female,8,hybrid,96,4,3D Designing,3,STEM
4936,1662,Game Development - Block-Based,Afghanistan,English Language Private School,Female,7,hybrid,24,2,Python,3,STEM
4937,1662,Young Game Developer,Iraq,GEMS Royal Dubai School,Male,6,hybrid,96,4,Technology Innovative Learning,3,STEM
4938,1663,Arduino,Iraq,English Language Private School,Male,8,hybrid,96,4,3D Designing,5,CODING
4939,1663,Game Development - Block-Based,Iraq,English Language Private School,Male,9,offline,24,2,Coding for kids,3,CODING
4940,1663,Graphic Designing,Poland,"NES International school, mulund west",Male,9,offline,24,2,Python,4,CODING
4941,1664,3D Designing & Modelling,Poland,Gulf Indian High School,Male,8,offline,48,3,3D Designing,4,GAME DEVELOPMENT
4942,1665,Electronics for Kids,Poland,English Language Private School,Male,10,hybrid,96,4,AI,4,DESIGNING AND ANIMATION
4943,1665,Space STEM,Cook Islands,Pakistan Educational Academy,Male,8,hybrid,48,3,Coding for kids,5,DESIGNING AND ANIMATION
4944,1665,VEX Robotics,Cook Islands,English Language Private School,Male,9,offline,48,3,Robotics Innovative Learning,4,DESIGNING AND ANIMATION
4945,1666,Young Product Designer,Cook Islands,English Language Private School,Male,9,hybrid,24,2,AI,4,ROBOTICS
4946,1666,Young Designer,Srilanka,The Millenium School,Male,8,online,24,2,Game Development,4,ROBOTICS
4947,1666,VEX Robotics,Srilanka,Gulf Indian High School,Male,8,offline,48,3,Coding for kids,4,ROBOTICS
4948,1666,Space STEM,Srilanka,English Language Private School,Male,9,hybrid,96,4,Game Development,4,ROBOTICS
4949,1667,Internet of Things,Qatar,ST laurence school Sallins,Male,10,offline,8,1,Game Development,4,CODING
